Airline,Reviews,Title
Emirates,"Check in desk at Montreal airport going to Philippines: We were traveling as a family with my senior mom, my wife and my infant that was 11months old. We did our check in online and made sure we chose a bulkhead seat to be able to use the basinet. To our surprise when we got to the plane they have changed our seats without letting us know. Very inconvenient and stressful since we where counting on those seats. The explanation they gave to us was that when there is a change of the type of plane they can not guarantee the seats we chose. I believe thats not a good reason to give and is a sorry excuse. If there is a change of any sort they have the responsibility to let us know I would have been glad to pay for a better seat. Morever, our return flight was even worst. At the checkein gate right before boarding,from Dubai to Montreal, they told us that we needed to check-in our carryon bags since there was no space on the overhead storage due to full capacity. We told them that we can not do so since we have an infant with us and that the carry on and baby diaper bags where a must, plus her toys,formula and food etc. They still refuse and told us we needed to check in our carry on. We were within what we were allowed to bring to the plane and still we needed to check in our things. I find this ridiculous. They do not meet the product that they are offering or selling and they have no sence of transparency at this point and a sense of understanding the situation we were in. The staff also was rude and just ignored my concerns. Not a family friendly airline thats for sure. Food and entertainment: horrible and tastless and the 2 planes going back from philippines to Dubai and transit then to Montreal my entertainement screen were broken. Staff in the plane I can clearly see that they do their best but are sometime not found when you need them, especially in a long haul flight when everyone is sleeping. The gally where you can get drinks and snack where over flow with garbage everywhere",Not a family friendly airline
Emirates,"I have just completed a trip Johannesburg to Dallas via Dubai, returning from LAX, and cannot fault them in any way. All flights were on time, staffed by efficient, courteous staff and seats were extremely comfortable. In addition, the other services afforded by Emirates for Business Class passengers - a) the chauffeur service, which I used twice, and b) the promise of a hotel room if your layover is longer than 6 hours - mine was 9 hours - worked extremely efficiently, and I was housed at a top class hotel.",cannot fault them
Emirates,"I booked this airline because of the paid wifi option. It worked on the first leg of my trip (Manila to Dubai) but it didnt work at all on the 2nd leg (Dubai to Washington Dulles - 14 hours). This route to the US is longer than the Pacific route but I booked it precisely because it offered paid internet. Unluckily, the internet did not work on the longest leg. I filed a complaint to Emirates and they said that it is really not their problem and I should file a complaint to their internet service provider.",“internet did not work on the longest leg”
Emirates,The seat pockets were ripped and I was unable to store anything. When I used the tray my drink slid off bec the tray was unstable. I mentioned it to the staff but they acted like they didn't know what I was talking about. I used to regards Emirates as tops but very dissatisfied. Every aircraft was quite poor except the CPT/DXB and that was because I slept for the entire flight.,very dissatisfied
Emirates,"I went through hell when checking in. I had an extra luggage and the staff made me spend 2 hours re arranging and arranging the bags, the finally told me to trash one bag and to my surprise they still charged me $300 for extra kgs. The staff were also not polite and kept taking me in circles. Never will fly Emirates again",Never will fly Emirates again
Emirates,"Lately it's not enjoyable travelling economy with Emirates. The boarding areas are too small with standing too only for many, the toilets on the flights are dirty, the food is average and the seats are cramped. Earphones don't work, choice of movies has become limited. On top of that, the last two flights, they have changed the legroom seats I paid Extra for for standard seats. On complaining, I was told to ask for a refund on my return. No compensation, no upgrade (payable or not). Basically they don't care. Having bought direct and paid £4000 on the tickets 2, it's not really good enough. It's not what it used to be. Economy is now cattle class.",Basically they don't care
Emirates,"I took 4 flights with Emirates and it was an absolutely miserable experience. You get more leg room on an AirAsia flight, the food tastes like garbage. And the rudest possible employees you can imagine. I have absolutely nothing positive to say about this airline. Avoid at all cost. Just pay a bit more for a better airline.",absolutely miserable experience
Emirates,"Following up to my previous review worst customer service 1 reviews J Deene (United Kingdom) 13th December 2023 I'd thought I would update you on the progress of my complaint Thomas of Emirates Customer Services has been very unhelpful. Of having allergy/food issues heading to Tokyo Narita, I had the same going back plus 12 hours with a broken seat, no ICE Entertainment system and cabin crew unable to move me to another seat, however moved 3 others with no problems. (NRT-DXB EK318 25TH November 2023). I also got cellulitis on the the outbound journey the week earlier due to the issues onboard which DID affect my holiday a dream holiday I saved all year, the flight cost 90% of the money I paid, in the numerous email Thomas of Emirates Customer Service was unwilling to admit responsibility onboard was let down. Those food issue allergies that I told the airline in many months before the actual holiday. The Japanese holiday I am hoping to do every year, 2024 or 2025 won't be with Emirates they have shown lack of care, remember , ONLY caring for one thing the money you have in your bank account. For someone who won't be travelling with Emirates, Thomas of customer services decided 10000 skywards points is reasonable.",“won't be travelling with Emirates”
Emirates,"I (via a travel agent) booked a round-trip business class flight with Emirates that ended in Queenstown, NZ. Upon arriving for a layover in Melbourne at 23:30 after a 13-hour business class flight from Dubai, I was looking forward to a shower. However, I was denied entry to the Emirates lounge, without any real explanation as to why. The gentleman at the counter was more interested in making me go away than helping me understand the situation, so, confused, I called Emirates customer service. They bluntly informed me that if I wanted to use the lounge so badly, my travel agent should have booked the flight from Melbourne to Queenstown on Qantas. As it turns out, the leg from Melbourne to Queenstown that I had was on Emirates partner Jetstar. As Jetstar does not have a business class cabin, this one leg (out of 5 total legs) was economy. I should note that the entire itinerary was booked through Emirates, and part of my confusion stemmed from the fact that they all had Emirates flight numbers. But what I had here was an Emirates flight operated by Jetstar (and the same flight also had a Qantas flight number - one flight, three partners, three numbers). I should have gotten the Emirates flight operated by Qantas that was departing an hour later, as Qantas has a business class cabin, and it would have been the same cost anyway. If it's the same cost anyway, why not let me come in and take a shower? It's 1am and there is no one else here. Additionally, they do not care if the arriving flight is business, or if 4/5 legs are business, you are not special. No kindness, no attempts at understanding or helpfulness or smoothing over the situation. Just rudeness and criticism. A jarring and unpleasant surprise.",Just rudeness and criticism
Emirates,"Emirates cancelled my flight on 8-12-23 and changed to 9-12-23. I cannot accept and ask for a change to 7-12-23. They told me there is no seats on this day, you can cancel in full for free. I cancel and receive a penalty for the cancellation and I buy a new ticket on the supposed no seats flight. Impossible to make a complaint online.",receive a penalty for the cancellation
Emirates,"I was travelling to Tokyo Narita via Dubai. In 2022 I had the meal issues on return journey from NRT To DXB when they could only offer a meal with items I have bad allergies to, Then second meal Cabin Crew forgot to offer, wouldn't give any water on 12.5 hour flight. for the recent one I contacted Emirates Customer Service that I have allergies for fish, mushroom and wholemeal, Customer service rep said bring your own food then and the crew will heat them up I said it will be taken off me at security at Glasgow if not Dubai he said no, the day came food was taken off me at Security at Glasgow. As backup they booked me a bland meal that wouldn't contain my allergies on DXB to NRT section (GLA-DXB meals were fine) which was Mushroom and second meal fish and mushroom. Which meant no food just a tiny bottle of water. I'm already worried about the return flights and worries were confirmed when once again meals offered with allergy items, Cabin crew I'll give credit concerned, very little food and water. Not just that my seat was broke, headphones broke and the so called ICE entertainment system wouldn't work, 12 hours nothing to do and crew couldn't move as they already moved others with similar problem, couldn't move myself. I recently got a response from Customer Service out of their control and one the flight cabin also said they would have refused the my own food and I wouldn't have gotten anything through Dubai for second flight. 2024 and 2025 holidays won't be with Emirates. Emirates are one of the worst customer service experiences.",worst customer service
Emirates,"I was compelled to write a review for an airline because of the exceptional service I got from the whole team of the cabin crew. It was more of a great experience rather than a journey. Right from the entrance to the aircraft I was treated like a beloved family member who came to see the family after years by every staff member. Every single request was taken seriously and was addressed to the best of the availability. I felt that I was the only special passenger for them, they were super nice and highly empathetic in their body language. The air hostess assigned to my area was asking me every single time she passed by me with a great smile if all was good. When you enter the lounge you are greeted with super smiles, if you ask them something they come close to you holding shoulders to show attachment. They were all super devoted to their work, full of energy and trying to help everyone as much they can. I am a frequent flyer of Emirates, though the maintenance inside aircraft has compromised that fresh and modern look but their crew members compensated that by miles. My special thanks and 7 star to every single staff member in the busines class cabin.",“exceptional service”
Emirates,"Check in and boarding was fast. Aircraft is 15 years old but clean and well maintained. Bathroom is clean and bvulgari was supplied. Cabin crew helpful, communicative and offer help, food, or drink. Departure on time and arrival early. I realized why Emirates is more expensive than others.",Cabin crew helpful
Emirates,"Emirates is always a good choice. Comfortable seats with a large seat pitch and good entertainment program. The on-board catering is good and sufficient. Check-in was extremely quick and the flight was on time. Only the on-board staff seemed annoyed on all flights and, accordingly, the speed and type of service was somewhat disappointing. The ticket prices are high but for a good airline worse to pay.",“Comfortable seats”
Emirates,This was a short but wonderful fifth freedom ride with Emirates. Despite the fairly short (just under 3 hours) flight Emirates was at the top of their game. Most of what I experienced has been documented many times but the personalized service I received was notable. A delicious meal was artfully served and no request was too much for the crew. A quick walk back to the lounge shared with business class was fun including light conversation with the bartender. Flight was on time and the mounted cameras were a fun way to watch the landing.,“no request was too much for the crew”
Emirates,"BNE-DXB-MAN on 4th & 5th Oct (EK435/EK017) and MAN-DXB-BNE on 19th & 20th Oct (EK020/EK434). All 4 flights in A380s, 3 in seating zone F and 1 in zone B. Seats relatively comfortable and cabin service OK but struggled to find something interesting to watch on IFE on all 4 sectors - that's why I always travel with a book - although watching Newcastle Utd hammer PSG at St James' Park live was a bonus on BNE-DXB sector. Unfortunately there was no wifi or live TV coverage on DXB-BNE return sector for which the crew apologised before departing DXB. Relatively uneventful flights that arrived & departed pretty much on time other than a 1hr delay on take off from DXB on final leg - pushed back from gate on time but held on ground for an hour due to ATC traffic. Emirates actually provide a good one stop service from the east coast of Australia to Europe but the 14hr legs to & from DXB can be a struggle. Overall 7/10 and I would use again.",Relatively uneventful flights
Emirates,"I couldn’t get a business saver so had to opt for more expensive business flex flight. I needed to book in August to use my airmiles. Lo and behold the saver tickets were released a week later making the price £600 cheaper. Emirates refuse to help, their excuse was all these people of 8 different flights had cancelled, therefore making the business saver available! It’s price rigging. Get everyone to buy the more expensive price, then sell the cheaper ones. They are a great airline until anything goes wrong. I can rebook the cheaper flight but it costs me £500 to cancel. Last time I will ever fly with them.",It’s price rigging
Emirates,"It was my first experience with Emirates which was quite unpleasant by handling from the cabin crews. The screen was broken then they changed you from row 18 to row 45. However, they won’t change to one row before which 17 because all they care is selling the seats instead of passenger’s convenience. Also during 50 mins of turbulence they only allow business class passengers use the toilet and the whole economic class passengers were not allowed. Only BC PAXs have the skill to protect themself during turbulence and EC PAXs can’t do it? I wrote a complaints and they responded that I have accepted the alternative seat but actually I went to original seat which the screen was broken (including call button). This was such a horrible experience and could be the worst during the flight. Not sure I would recommend it to my friends or family.",was quite unpleasant
Emirates,"First I was separated from my wife of 35 years and then despite my plea of a stiff shoulder I was given a window seat in all my 42 years of flying. Emirates seem to treat its tour group passengers as 2nd class passengers without any rights. My wife and I flew to Spain and Portugal from Singapore on a packaged tour with a travel group. On our return flights first from Madrid to Dubai on EK142 on 9 Oct 2023 and from Dubai to Singapore on EK 354 on 10 Oct 2023, my wife and I were placed on window seats on the opposite sides of the aircraft. When I enquired at the check in counter for an aisle seat for the 2 flights as I am a tall bloke with a stiff shoulder (which has been affecting me for the past 5 years), the staff gave me an aisle seat further back and my wife in a window seat 6 rows ahead. She said she tried but could not see the connecting flight seating plan from Dubai to Singapore and advised me to approach the boarding gate in Dubai for help. When we reached Dubai, the tour manager, my wife and I, another another couple who had been in opposite ends of the aircraft made a beeline for the connecting help desk close to B18 boarding gate. The guard refused to let us into the queue even though there was no one queuing and the 2 counter staff were helping a couple of the passengers at the counter. He told us to use the self-help kiosk computer even though we said we needed help with changing the seats. The computer did not do the latter and directed back to the counter. The guard was still reluctant and finally allowed my wife and I in the queue. However, our tour manager and the couple were kept outside the line even though they had legitimate business to speak to someone at the counter. There was a couple talking to a group of the staff outside the counter near the queue and the man was gesticulating wildly in a heated discussion with the staff. Eventually one of the staff involved in the 'conversation' told the guard to admit all of us and 'royally allowed' us to talk to him behind the counter. He told us in no uncertain terms that we were given our seats as 'non-paying' passengers and it was tough luck that we had to be separated. Our tour manager protested that the tour passenger list with familial/partnering connections was given to the airline beforehand but he said we were given a block of seats from rows 81 to 83 and he could not help in any way. My question to the airline is this: if the passenger list has been provided with the different familial/partnering groupings could it not be more accommodating and doing a slipshod job of seating willy nilly without regard for the families and couples travelling together. What happens if there are families with young children? Furthermore if the airline has given a block of seats (say rows 61 to 63 or 81 to 83 and not all window seats or not all middle seats) in advance why can't it have the good sense to pass them on the tour manager beforehand so the tour manager can help to allocate the seats according to the passengers' preference and needs? Even in times of profit squeeze when corporations try to extract every cent from its passengers, how much money can you make to justify discriminating and alienating your passengers just because the 25 of them are travelling as part of a package tour?",discriminating and alienating your passengers
Emirates,"I wish to express my dissatisfaction with my recent experience on Emirates Flight EK2185, scheduled for August 6th, 2023, from Dubai to Catania. The flight was canceled less than 24 hours in advance, which severely impacted my long-haul trip. This trip was booked through the Emirates website and was disrupted just hours before its departure due to the cited 'unforeseen circumstances,' namely a fire at Catania Airport, which had occurred three weeks prior. Being an aware passenger, I was cognizant of the previous flight cancellations to Catania and the airport's incapacity to handle extra-Schengen flights. Consequently, I had been diligently monitoring the situation, investing significant time and financial resources from a remote location in South Africa to stay updated and explore alternative travel options in case of an eventual cancellation. My distressing experience began when I found myself caught in a bureaucratic game of ping-pong between Emirates and Flydubai, the airline operating the flight. Both carriers appeared to evade responsibility and failed to offer me any practical alternative plans. The cancellation notification reached me while I was en route to the airport, necessitating an unscheduled stop in an area with phone reception to contact the Emirates call center, as per Flydubai's app recommendation. To my dismay, I spent over 30 minutes on the phone only to discover that Emirates was not presenting any viable options for reaching my final destination. Furthermore, their communication regarding alternative flights from Dubai to Italy was initially unclear—mentioning Rome or Milan—and later, limited to Naples, with no apparent connection to Catania. It was only after a protracted discussion that the call-center operator finally intervened, reconfiguring my entire reservation to a flight bound for Milan, just an hour before my scheduled check-in at Skukuza. This change, which was seemingly necessitated by Emirates' arcane policies, left me in Dubai without compensation for the additional time spent there. I was accommodated in a shared room with no meals, a circumstance that I managed to secure solely because my partner already had a reservation for a Dubai Connect service. Following the call-center operator's instructions, I had to personally book a new flight from Milan to Catania, incurring additional expenses. The overwhelming stress and uncertainty surrounding this ordeal marred a significant portion of my holiday experience. I requested that Emirates recognized the hardships I endured during this journey, including the extra costs incurred due to the days of delay and the missed medical appointment. However, they just said they could do nothing.",express my dissatisfaction
Emirates,"I was checking in at Counter F1 at KLIA T1, served by your ground staff, Ms Farah around 8.35am to get on EK345 from KL to Dubai. She went ahead to check in my luggage bag and assigned me my seat, 38E. I was shocked and told her I've got a confirmation email that seat 32A was allocated to me (yes, I booked for it in advance using Trip.com). She said it's a 3rd party confirmation and I was supposed to online check in. Gosh... that was ridiculous! You mean an email confirmation is not a confirmation? Fine. I told her I do not mind an aisle seat instead but do not put me in the middle. She made a call and ended up telling me that it cannot be done. Emirates Emirates...you are a World Class Airline but the service you rendered to me on the ground says nothing of that. You ought to do better and shame on you for hiring such an incompetent employee.",You ought to do better
Emirates,"I had a poor experience on this flight. I have been using Emirates' services for over 20 years, being a Blue member and, then, a Silver member, up until the time of covid. I have had no reason to complain, previously about Emirates’ service. Sitting in seat 30F, I had ordered vegetarian food, and received a snack soon after take-off, along with a sealed cup of water. Subsequently, meals for other passengers were brought round and people were offered drinks, but I was offered nothing, and the steward moved on too quickly for me to request a drink. At the next opportunity, when a steward passed by, I requested a drink, but was advised to wait until lunch was served (a very poor response, I felt). I reiterated: I would like a drink as soon as possible (as I was thirsty). The person in seat 30G was asleep and I could not exit the seat with causing a disturbance. A drink was subsequently provided (but over 15 minutes later). However, the table in 30F is/was not secure and the drink slid off, spilled over me and the person in 30G next to me. The people sitting either side of me were more helpful than the steward in trying to clear up the mess. Later on, lunch did arrive, but it was 2 hours after I had first requested a drink (so, my request for a drink had been vindicated). When food trays were later collected, mine was overlooked, the steward passed me by, and my food tray was left for over half an hour. When a steward passed by, I asked that the tray be removed and could not understand why I was being treated in what seemed a negligent manner. At this point, I was beginning to become very fed up. A supervisor later came round and asked if I was alright. I was fine (albeit tired), but frustrated at having been ignored and overlooked. The supervisor was firm, but unapologetic, and asked me if I needed anything. I did not need anything, and she left me without further comment, her enquiry appearing pointless to me, as it solved nothing. Following this experience, I am unlikely to use Emirates again, which has left me thoroughly disillusioned with the company.",ignored and overlooked
Emirates,What a nightmare. Taken back to the stand and kept on the plane for 2 hours in sweltering heat with little refreshment and terrible communication from the pilot and staff on board about the fault and when it will be fixed. Absolutely pathetic customer service - it’s like torture on the plane. Stay away from this airline - they do not look after you when there is a problem.,Stay away from this airline
Emirates,"I made a single reservation with Emirates to fly from Milan to Botswana, via Dubai and Johannesburg. The two flights to and from Botswana were operated by other airlines. On my way to Botswana I made a transit in Dubai and a transit in Johannesburg. On my way back things went bad. We arrived at the airport in Botswana (Maun) and the flight we booked on the Emirates website, was not present. We asked and found out that it had been replaced by another flight, operated by a different airline, at a different time. We checked in for this new flight and found out that no transit was possible in Johannesburg. Therefore we had to go through immigration, retrieve our luggage, queue again for the check in, pass security and passport control to get on our next flight to Dubai. To me it's unbelievable that Emirates did not care to inform us about the flight change and the fact that we could not make a normal transit, like on the first part of our journey. It's a pity because the flight experience has been good, with very nice crew and operating on time.",no transit was possible in Johannesburg
Emirates,"The return journey from HKG to BKK reaffirmed the low quality of the airline that I experienced on the outward journey. Added to that however, was the 50 minutes to queue in the Online Check-in, having arrived at the airport more than the recommended 3 hours before flight departure. This is presumably as a result of only 2 check-in counters open for Online check-in. 2 were available for those who had not checked in, and these seemed to move more quickly. Once through, and with enough time to grab a bite at the airport, the greeting on board was initially friendly, but then the surly attitude of any staff with whom I came into any brief contact, (one, who removed my light hand luggage with laptop, to accommodate a passenger at the Emergency Exit, who's steamer trunk hand luggage could not fit into the overhead luggage bin above his seat, (which Emirates call hat rack; if only). I had heard Emirates were the best on offer in this post pandemic era, but if that is the case, the standard must be extremely low. So low, a low-cost airline would make more sense. As I had eaten before departure, I was able to avoid the food service, and had brought a bottle of water with me, so I did not have to endure the chaotic and illogical F&B service, with its dire offerings.",reaffirmed the low quality of the airline
Emirates,"In order to mitigate the inordinately inflated prices of Business Class fares, I chose Economy for the first time. Not having much experience of this, I read reviews that Emirates were the best choice for this route BKK-HKG over the usual well established carrier for this route. The service was perfunctory at best. My expectations were low regarding most aspects of the flight, and I was not disappointed, but I had read that service was good quality with pleasant staff. I had zero example of this. Food was delivered haphazardly, and as I had not eaten by the time of take off at 14.05, I ate what was on offer. My low expectations were not disappointed. Anyway, my small experiment with Emirates and Economy are over.",“service was perfunctory at best”
Emirates,I was very very disappointed by the service of the cabin crew. I flew to Mauritius on 21.7.23 with my family and flew back to Glasgow on 18. 08.23. Food service were very poor. The cabin crews took all their times to serve the foods. Some passengers are served first then after hours the rest of the passengers are served. They also served the beverages or the drinks late after the meals. Me and families never got a drink or any beverage at all. I phoned the crews so many times but they never attended us. When I complained to the crew she apologised and promised to bring us some drinks but she never appeared. On our way from Mauritius to dubai in flight EK 704 we got seats which were close to the toilet the floor was wet because of leak. Inform the crew and they took ages to bring a blanket to cover the floor. During the flights the cabin crews supposed to served drinks water or juice but they didn't. They look disinterested to provide a good service. They pulled the curtain so that you can't see them and they themselves eating and drinking. A lots have changed. I wonder where the drinks wines and whiskey are going which are supposed to serve to the passengers. Worst service. I already binned my boarding pass but I remembered seating in zone E 61E.,very disappointed by the service
Emirates,"I am writing to express my disappointment with Emirates Flight EK0243. Despite meticulously tagging our luggage, we were charged an additional $110 by Emirates for inter-baggage transfer. Regrettably, our baggage has been stranded in Dubai for five days. This situation has left us without essentials and with a complete lack of communication or assistance from Emirates. This experience has shaken our trust in the airline's service quality.",shaken our trust in service quality
Emirates,"It was a few years since I had flown Emirates but albeit in Economy, they provided I believed a better service than most other carriers. Well - in my view, lots has changed with Emirates in the last few years and I believe Quality has become Quantity unless possibly if you are flying Premium or Business. Despite being very polite, ground staff appeared disinterested in assisting for an upgrade both in Durban & Dubai and even their call centre. It was at least 2 hours into the first flight before we had either a drink or food and in 47B by then there was no more food choice. Compared to the other carrier I took south-bound to South Africa, screen on our Emirates B777 to Dubai was old and headphones on both flights uncomfortable. Transfer in Dubai required you are accustomed to your 10,000 steps a day. Sad but per two flights taken, it didn't appear reflective of all the publicity one sees. At least per my own experience on these two flights. Only the A380 was nice and quiet!",lots has changed with Emirates
Emirates,"Flew on Emirates after several years. Impressive economy cabin with very comfortable seats and a little extra leg room. The airline’s warm ambience is soothing. The cabin was very clean and well maintained. Boarding was well managed at the gate. The economy meal options were superb, extra snacks included with the meal were superb. Entertainment excellent with offerings in multiple languages. The staff were very professional.  Perhaps, the attendant serving my zone could have better assisted the passengers with stowing away the carry-ons instead of standing idle and passively greeting. Overall, very evident why Emirates fairs very well in the international flight scene.",Entertainment excellent
Emirates,"I had a First Class Ticket booked with Emirates back in December 2019. I took the outbound flight but the inbound flight was canceled due to Covid-19. Emirates offered a voucher to change my flight for free. However the covid situation was taking too long, I wasn't planning to take any flight before the voucher expired. And then, I requested a refund in July 2023 and got emailed back from Emirates. They confirmed that the refund had been approved to Amex (my original payment card). I contacted Amex 10 working days later, and was told that Amex not received the refund. Amex had to fill a form to raise the case for investigation but they need details on the refund amount. So I contacted Emirates to confirm whether they had refund the ticket or not, and how much was the amount refunded. Emirates representative advised that the other representative was chasing the refund and she refused to tell me any more details, nor give me information on the amount to be refund. I asked to be transfer to the relevant department. She agreed to do so and then hung up the call.",refused to tell me any more details
Emirates,Emirates was a great airline for frequent fliers but has gone downhill the past few years. Many of the perks of being a gold member are gone and in general the staff attitude and competency is very low in comparison. As of July 2023 Emirates gold members cannot use the business class check in which was one of the main advantages leaving DXB.,has gone downhill the past few years
Emirates,"I selected a flight operated by Emirates with a long layover. I was aware that Emirates offers a free layover hotel night if the layover is longer than 8 hours. So, I selected it and paid for it. I qualified for all the criteria including the fact that I booked via Qantas as per the Terms and Conditions stipulated in their website, see here: https://www.emirates.com/english/before-you-fly/dubai-international-airport/dubai-connect/terms-and-conditions/ As stated in the T&C: Both your inbound and outbound flights to and from Dubai must be an Emirates flight (marketed by Qantas or Emirates) or a Qantas flight (marketed by Emirates or Qantas). But now that I want to book the free hotel night, I got the feedback: On reading the last line on the terms and conditions, you see the statement says The ticket must be issued on an Emirates (176) document. This is the base of the reason for denying the service. How unfair and confusing is that for customers?  Super disappointed and I will not book with them in the future.",I will not book with them in the future
Emirates,"The issues I encountered include a significant problem with their cancellation policy, lack of responsiveness from their customer service team, concerning safety practices, refusal to reimburse for damaged luggage, an extensive delay during the return flight, and a stark contrast in service quality between Economy and Business class. Regarding the cancellation policy, I received misleading information from three representatives, who assured me that I would receive a full refund if I canceled within 24 hours. However, they failed to mention the crucial condition that this only applied when the flight was at least 7 days after the initial booking. As a result, I tried to cancel within the 24-hour window but could only reschedule. This cost me a $500 loss vs. the option of cancelling and booking a new flight for the following day. Despite Emirates acknowledging in writing their mistake, they repeatedly refused to provide a price match or refund, and eventually even stopped replying to my follow up messages on the open complain. The lack of responsiveness from Emirates compounded my frustration. Numerous follow-up messages went unanswered, showing a lack of interest in resolving the issues I faced.  During the flight, I was alarmed by a safety practice where all blankets were collected and piled in front of the emergency exits.  Emirates also declined to reimburse me for one of two damaged pieces of luggage, despite the damage occurring during their handling.  Furthermore, the return flight experienced a significant delay for a missing document, resulting in passengers being seated on the plane for over two hours, including boarding time. Despite the delay being just a few minutes short of two hours, the lack of updates, assistance, and provisions such as free Wi-Fi or refreshments left passengers feeling inconvenienced and neglected. The service quality and care for Economy class travelers fall short of expectations.",refusal to reimburse for damaged luggage
Emirates,First the good: flight not full so seat space was more than adequate and very comfortable. Entertainment was excellent as always on Emirates. Now the not so good: meal was barely passable and did not come with a drink which as a diabetic isn't good. Cabin crew were really surly and did not speak coherent English.,Cabin crew were really surly
Emirates,"What a difference a crew makes. Flight from Dubai was staffed by a really engaging crew for whom nothing was too much trouble. Seat was comfortable but you can tell this was one of the older A380 as part were looking a bit worse for wear. Food on this flight was among some of the best I have ever had. Lounge was busy but to be fair we sat close to the gate and didn’t venture in. Boarding was separate to economy however we still had to wait 10 min even though when we tried it was already 10 min past the boarding time. Got the two return legs to go, let’s see if the consistency improves.",let’s see if the consistency improves
Emirates,"The on-board internet simply does not work. If you complain, the supplier for Emirates, 'Sita for Aircraft' simply refuse to acknowledge that they failed to provide a service and issue a refund. It appears from multiple reviews that this happens often. Emirates themselves, apart from the non-existent internet and poor third party after-sales experience were pretty good, ample leg room, friendly staff, good selection of movies but poor food choice - fish or vegetables only. The check-in was also poor. I followed the check in signs for economy seats at Dubai airport T3, waited for around 20-30 mins before being told to check in at desk 5 (flights to USA) - i wasn't flying to the USA, how am i supposed to know to follow that sign? Very poor understanding of the customer journey.",on-board internet simply does not work
Emirates,"I'm writing this review so others won't go through what went through. This airline has no accountability whatsoever. The day of my flight I was denied check in. The reason was that I had less than 6 month validity on my passport which was not required for my destination. The Emirates agent at the check-in booth told me he wouldn't let me on the flight and then offered my seat to a standby client. Because of this I missed my flight, I had to renew my passeport in less than 24h and lost 2 days stay at the hotel. I had to pay 300$+ ticket as penalty to board on the next flight not to mention the psychological distress I was put under (I have depression/anxiety disorder). I was travelling with a group and someone in my group has checked in with no problem with passport validity less than 6 months. When I contacted Emirates for refund they said the agent didn't declare the incident and put me as no show on the system although I was there in time with the group. I was told by Emirates that without the name of the agent they can do nothing about it. In short Emirates agents can freely deny you your flight manipulate the system and sell your seat to another person and you can do nothing about it.",I was denied check in
Emirates,"Very friendly check in staff, same goes for the lounge staff, however there was only one on the front desk, and was tied up selling with upgrades or lounge access which meant that we had a 10 min wait before we got access. Lounge itself was nice and had just been refurbished, how ever food selection was average with several things having run out and not replaced. Flight it’s self was good but due to midnight departure staff were just going through the motions. The beef tenderloin has to be the driest toughest piece of meat to have ever been served on an airplane. Overall I have had better experiences on other carriers. Emirates seems to suffer from hit and miss crew. Plane landed on time and for the price the service was not unreasonable. Still a bit poor that you don’t even get a limited amount of wifi in business class.",Emirates seems to suffer from hit and miss crew
Emirates,"Did a single booking for my family 3 months prior. Still they split the seats for a long haul 16 hour flight from Dubai to Los Angeles. Instead of giving four seat configuration. Never happened before. The folks at gate terminals very unsupportive and not even willing to listen to you. One word is what they say full flight. Would never ever fly back on this. Yes am skywards members as well, but that doesn't help you as well.",not even willing to listen to you
Emirates,"I decided to fly Emirates again after having a very unfortunate first experience with them a few years ago. Well what I can tell now from 4 flights with them is that they are a hit or miss airline. Some crew members will be friendly and professional others on the same flight will be rude and careless. What others have mentioned on these reviews is true, they will run out of meals option easily and you will have to settle with leftovers if you are seated at the rear. I have noticed the aircrafts are becoming very overused, some had broken features and a funny smell. The food is very basic if compared to other premium airlines. I would say Emirates is still a viable option if the price is right and they offer a lot of connections, but they are not my first choice airlines if other middle eastern carriers are in the game.",a hit or miss airline
Emirates,"My family experienced very poor service with Emirates, the issue was with food services, on a 16 hour flight, we get no meal selection, just have to satisfy with leftovers, we were sitting in row 86, 1st time flight attendant says they only have vegetarian meals, ran out of non-vegetarian, the same thing happens at the second meal, also on second time no beverages were served, I had call a flight attendant for beverage service. Not enough time was given to eat our food. May be Emirates would ask customers on their meal preference and stock up accordingly, no beverage services offered at all during the entire flight, we would have to walk up to the service station and ask for water/juice. Hope to see improved services on future Emirates flights.",Hope to see improved services
Emirates,This review is to appreciate the service given by Emirates flying cabin crew Ms Maria during my flight EK648 on 24-06-2023 from DXB to CMB. Her service was exceeding expectation and was supportive at every occasion.,appreciate the service given
